Title,URL,Category,Sub-Category,Skills,Rating,Organization
Optical Engineering Specialization,https://www.coursera.org/specializations/optical-engineering,Physical Science and Engineering,Electrical Engineering,"optical system specification, optimization of optical systems, optical design, ",4.4,Coursera
Android App Development Specialization,https://www.coursera.org/specializations/android-app-development,Computer Science,Mobile and Web Development,"Software Testing, Android Software Development, Java Programming, Junit, Logic Programming, Android Studio, Object-Oriented Programming (OOP), Computer Programming, Concurrent Computing, Unit Testing, ",4.5,Coursera
Introduction to Public Relations and the Media Specialization,https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media,Business,Marketing,"Press Release, Public Relations, Branding, Influencers, ",4.6,Coursera
Cloud-Native Development with OpenShift and Kubernetes Specialization,https://www.coursera.org/specializations/cloud-native-development-openshift-kubernetes,Information Technology,Cloud Computing,"Kubernetes, Containers, RHOCP, Openshift, Cloud Computing, Cloud Platforms, Cloud Applications, ",4.7,Coursera
Developing Your Musicianship Specialization,https://www.coursera.org/specializations/musicianship-specialization,Arts and Humanities,Music and Art,"Scales, Music, Chord, Jazz, Music theory, Aurally identify chords, Piano, Read lead sheets, Aurally identify musical intervals, Read music notation, Music Performance, Music composition, ",4.9,Coursera
Innovation: From Creativity to Entrepreneurship Specialization,https://www.coursera.org/specializations/innovation-creativity-entrepreneurship,Business,Leadership and Management,"Creativity, Business Model, Entrepreneurship, Innovation Management, Innovation, Business Value, Management, Disruptive Innovation, Emotional Intelligence, Personal Productivity, Adaptibility, Problem Solving, ",4.8,Coursera
C++ Programming for Unreal Game Development Specialization,https://www.coursera.org/specializations/cplusplusunrealgamedevelopment,Computer Science,Software Development,"Video Game Development, Game Programming, Unreal Engine (User Interface), C++ (Programming Language), ",4.6,Coursera
Mathematics for Engineers Specialization,https://www.coursera.org/specializations/mathematics-engineers,Math and Logic,Math and Logic,"Differential Equations, Vector Calculus, Matrix Algebra, Numerical Analysis, Computational Fluid Dynamics (CFD), ",4.9,Coursera
Marketing Mix Implementation Specialization,https://www.coursera.org/specializations/marketing-mix,Business,Marketing,"Pricing, Communication, Product Management, Marketing, Customer Experience, Brand Engagement, Product Strategy, Brand Architecture, Brand and Product Management, Psychology, Price Discrimination, Pricing Strategies, ",4.6,Coursera
TensorFlow: Data and Deployment Specialization,https://www.coursera.org/specializations/tensorflow-data-and-deployment,Data Science,Machine Learning,"Machine Learning, Tensorflow, advanced deployment, Object Detection, JavaScript, Convolutional Neural Network, TensorFlow.js, TensorFlow Lite, Mathematical Optimization, Artificial Neural Network, Extraction, Transformation And Loading (ETL), Data Pipelines, ",4.7,Coursera
Content Strategy for Professionals Specialization,https://www.coursera.org/specializations/content-strategy,Business,Marketing,"Communication Strategy, Brand Management, Persona (User Experience), Target Audience, Content Marketing, Content Creation, ",4.6,Coursera
Digital Marketing Strategy and Planning Specialization,https://www.coursera.org/specializations/digital-marketing-strategy-planning,Business,Marketing,"Digital transformation, Digital Marketing, Content Marketing, Digital Strategy, Digital Research, Search Engine Marketing (SEM) Strategy, Display and Video Advertising Strategy, Social Media and Email Marketing Strategy, E-Commerce Strategy, Digital Channel Planning, Strategic Thinking, Strategy Execution, ",4.6,Coursera
Organizational Change and Culture for Adopting Google Cloud Specialization,https://www.coursera.org/specializations/organizational-change-and-culture-for-adopting-google-cloud,Information Technology,Cloud Computing,"Organizational Culture, Business Transformation, Business Value, Business Strategy, Business Case Analysis, SRE Culture, ",4.8,Coursera
Foundations of Global Health Specialization,https://www.coursera.org/specializations/global-health,Health,Public Health,"Nutrition, International Law, Humanitarian, Public Health, ",4.8,Coursera
Essentials of Corporate Finance Specialization,https://www.coursera.org/specializations/learn-finance,Business,Finance,"Financial Analysis, Corporate Finance, Financial Ratio, Balance Sheet, Ratio Analysis, ",4.7,Coursera
Python for Cybersecurity Specialization,https://www.coursera.org/specializations/pythonforcybersecurity,Information Technology,Security,"pre-att&ck, Python Programming, Cybersecurity, attack and defend, Computer Programming, introduction to python for cybersecurity, Persistence, privilege escalation and evasion, Execution, active defense, ",4.5,Coursera
Object Oriented Java Programming: Data Structures and Beyond Specialization,https://www.coursera.org/specializations/java-object-oriented,Computer Science,Software Development,"Data Structure, Problem Solving, Java Programming, Object-Oriented Programming (OOP), Logic Programming, Sorting Algorithm, Trees (Data Structures), Linked List, Binary Tree, Graphs, Search Algorithm, Graph Algorithms, ",4.7,Coursera
Integrative Nursing Specialization,https://www.coursera.org/specializations/integrative-nursing,Health,Patient Care,"integrative healthcare, wellbeing, patient-centered care, improved symptom management, evidence-based practice, symptom management, healthcare, Stress Management, Pain Management, whole-person care, Mindfulness, integrative medicine, ",4.8,Coursera
Accounting Data Analytics Specialization,https://www.coursera.org/specializations/accounting-data-analytics,Data Science,Data Analysis,"Machine Learning, Python Programming, Data Visualization (DataViz), Data Preparation, Exploratory Data Analysis, Data Analysis, Predictive Analytics, Data Architecture, Coding, Linear Regression, SQL, Text Analysis, ",4.6,Coursera
Habilidades Gerenciales  Specialization,https://www.coursera.org/specializations/habilidades,Personal Development,Personal Development,"Delegation, Leadership, Coaching, Supervision, ",4.8,Coursera
Become a Journalist: Report the News! Specialization,https://www.coursera.org/specializations/become-a-journalist,Arts and Humanities,Music and Art,"Journalism, Writing, Professional, News Writing, Multimedia, ",4.7,Coursera
Introduction to Electricity and Magnetism Specialization,https://www.coursera.org/specializations/introduction-to-electricity-magnetism,Physical Science and Engineering,Physics and Astronomy,"Calculus, Electronic Circuits, Physics, Force Fields, Electrical Engineering, Problem Solving, ",4.7,Coursera
Modern Big Data Analysis with SQL Specialization,https://www.coursera.org/specializations/cloudera-big-data-analysis-sql,Data Science,Data Analysis,"Cloud Storage, Data Analysis, Big Data, Cloudera, SQL, Database (DBMS), Data Warehousing, Apache Hive, Apache Impala, Data Management, Distributed File Systems, ",4.8,Coursera
Clinical Data Science Specialization,https://www.coursera.org/specializations/clinical-data-science,Data Science,Data Analysis,"Implementation Science, Clinical Text Mining, R Programming, Computational Phenotyping, Data Quality Assessment, ",4.4,Coursera
Diseño y Gestión de Proyectos de Desarrollo Specialization,https://www.coursera.org/specializations/especializacion-en-diseno-y-gestion-de-proyectos-de-desarrollo,Social Sciences,Governance and Society,"Sostenbilidad, Gestión de proyectos, Diseño de Proyectos, Planificación estratégica, Evaluación de necesidades, Control de proyecto, Sostenibilidad, Gestión de Recursos Humanos, Manejo del tiempo, Gestión de riesgos, Análisis e identificación de riesgos, Priorización de riesgos, ",4.8,Coursera
Memoir and Personal Essay: Write About Yourself Specialization,https://www.coursera.org/specializations/memoir-personal-essay,Arts and Humanities,Music and Art,"Creativity, Writing, Non-fiction Writing, Storytelling, Essay Writing, English Language, Creative Writing, memoir, ",4.4,Coursera
Improving Leadership & Governance in Nonprofit Organizations Specialization,https://www.coursera.org/specializations/nonprofit,Business,Leadership and Management,"Management, Strategic Leadership, Corporate Governance, Onboarding, Leadership Development, ",4.4,Coursera
Game Design and Development with Unity 2020 Specialization,https://www.coursera.org/specializations/game-design-and-development,Computer Science,Software Development,"Video Game Development, Unity, video game, Game Design, technology, Game Making, ",4.7,Coursera
Health Information Literacy for Data Analytics Specialization,https://www.coursera.org/specializations/healthcare-information-literacy-data-analytics,Health,Health Informatics,"Data Model, healthcare terminology, healthcare data, ",4.5,Coursera
Systems Biology and Biotechnology Specialization,https://www.coursera.org/specializations/systems-biology,Health,Biology,"Biology, Molecular Biology, Dynamical Systems, Matlab, ",4.4,Coursera
TensorFlow 2 for Deep Learning Specialization,https://www.coursera.org/specializations/tensorflow2-deeplearning,Data Science,Machine Learning,"Tensorflow, keras, TensorFlow Probability, Probabilistic Neural Networks, Deep Learning, Probabilistic Neural Network, Generative Model, Probabilistic Programming Language (PRPL), ",4.8,Coursera
Digital Transformation in Financial Services Specialization,https://www.coursera.org/specializations/digital-transformation-financial-services,Business,Business Strategy,"Digital Strategy, Open Banking, Innovation, Financial Technology, Financial Services, Business Ecosystem, Crowdfunding, Peer-To-Peer Lending, ",4.5,Coursera
Digital Transformation Using AI/ML with Google Cloud Specialization,https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud,Information Technology,Cloud Computing,"Organizational Culture, Business Transformation, Business Value, Business Strategy, Business Case Analysis, ",4.7,Coursera
Data Science with Databricks for Data Analysts Specialization,https://www.coursera.org/specializations/data-science-with-databricks-for-data-analysts,Data Science,Data Analysis,"Data Science, Data Analysis, Machine Learning, Spark SQL, SQL, Databricks, ",4.5,Coursera
Healthcare Marketplace Specialization,https://www.coursera.org/specializations/healthcare-marketplace,Health,Healthcare Management,"Medical Device, Cost–Benefit Analysis, Healthcare Delivery Systems, Evaluation, Health Insurance, Healthcare Management, Insurance, Healthcare Marketing, ",4.5,Coursera
Online Learning  Design for Educators Specialization,https://www.coursera.org/specializations/online-learning-design-educators,Social Sciences,Education,"Pedagogy, Online Learning Community, Teaching, Learning, Instructional Design, Infographics, Design-thinking, Podcast, Video Production, Multimedia, Video Conferencing, Virtual Class, ",4.7,Coursera
Statistical Thermodynamics Specialization,https://www.coursera.org/specializations/statistical-thermodynamics-engineering,Physical Science and Engineering,Mechanical Engineering,"Mechanical Engineering, Chemistry, Fluid Mechanics, Quantum Mechanics, Thermodynamics, Gases, Solids, Liquids, ",4.4,Coursera
User Interface Design Specialization,https://www.coursera.org/specializations/user-interface-design,Computer Science,Design and Product,"Usability, User Interface Design (UI Design), Design Theory, User Interface, User Research, Heuristic Evaluation, ",4.6,Coursera
JavaScript for Beginners Specialization,https://www.coursera.org/specializations/javascript-beginner,Computer Science,Mobile and Web Development,"web interactivty, Jquery, Data Manipulation, JavaScript, animations, ",4.7,Coursera
Immunology: The Immune System and its Failures Specialization,https://www.coursera.org/specializations/immunology-the-immune-system-and-its-failures,Health,Basic Science,"Tumour immunity, Allergy/asthma., Autoimmunity, Infectious Diseases, Immunology, Allergy/asthma, ",4.5,Coursera
Image Processing for Engineering and Science Specialization,https://www.coursera.org/specializations/image-processing,Physical Science and Engineering,Electrical Engineering,"Image Segmentation, Matlab, Object Detection, Image Processing, video processing, region analysis, image filtering, ",4.8,Coursera
Autodesk CAD/CAM for Manufacturing Specialization,https://www.coursera.org/specializations/autodesk-cad-cam-manufacturing,Physical Science and Engineering,Mechanical Engineering,"Autodesk, Computer-Aided Design (CAD), Computer-Aided Manufacturing, Mechanical Engineering, Manufacturing Processes, Manufacturing Process Management, Autodesk Fusion 360, Manufacturing process, Computer-aided manufaturing, Engineering, ",4.8,Coursera
"Data Engineering, Big Data and ML on Google Cloud 日本語版 Specialization",https://www.coursera.org/specializations/gcp-data-machine-learning-jp,Computer Science,Software Development,"Tensorflow, Bigquery, Google Cloud Platform, Cloud Computing, ",4.5,Coursera
Adapting: Career Development Specialization,https://www.coursera.org/specializations/adapting-career-development,Business,Leadership and Management,"Career Development, Stress Management, Resilience, Diversity (Business), Cultural intelligence, ",4.8,Coursera
Claves de la Dirección de Empresas Specialization,https://www.coursera.org/specializations/direccion-empresas,Business,Leadership and Management,"Financial Accounting, Accounting, Evaluation, Business Analytics, Business Intelligence, Marketing, Marketing Strategy, Persona (User Experience), Leadership, Human Resources (HR), Organizational Culture, ",4.8,Coursera
European Business Law  Specialization,https://www.coursera.org/specializations/european-business-law,Social Sciences,Law,"Compete on the Internal Market, Legal Research, Law, Business Law, Foreign Policy, ",4.9,Coursera
Information​ ​Systems Specialization,https://www.coursera.org/specializations/information-systems,Information Technology,Support and Operations,"Project Management, Critical Thinking, Management, IT Skills and Knowledge, Finance and accounting skills and knowledge, Business analysis skills and knowledge, Project management skills and knowledge, ",4.8,Coursera
IBM AI Enterprise Workflow Specialization,https://www.coursera.org/specializations/ibm-ai-workflow,Data Science,Machine Learning,"Data Science, Information Engineering, Artificial Intelligence (AI), Machine Learning, Python Programming, ",4.4,Coursera
Programming in C++: A Hands-on Introduction Specialization,https://www.coursera.org/specializations/hands-on-cpp,Computer Science,Software Development,"Computer Science, Computer Programming, C++, Object-Oriented Programming (OOP), Iteration, Variables, Conditionals, vectors, Files, Strings, Functions, Recursion, ",4.6,Coursera
The Teacher and Social and Emotional Learning (SEL) Specialization,https://www.coursera.org/specializations/teacher-sel,Social Sciences,Education,"SEL in Curriculum, Emotional Engagement, Social Emotional Learning, Evaluation, Teaching and Learning, ",4.7,Coursera
